,overall,reviewTime,reviewText
332244,1.0,2018,It arrived as promise and Brand new.  It protect my computer as promise
332246,1.0,2018,great internet security
332247,1.0,2018,Pleasantly pleased!
332249,-1.0,2018,Suck! Virus still got through! Do not buy!!!
332250,-1.0,2018,"Why doesn't this work for me??! When I try to activate Norton it refuses the product key with an error message ""this product is not applicable for your region (2061)"". I lost already two months of activation without any security!"
332251,1.0,2018,Works as expected. Best AV on the market.
332252,1.0,2018,"My husband had a little trouble installing this because of the prior version we had. It works great, I gave it a 4 star because my husband had to contact customer support to get it installed."
332255,1.0,2018,"Great price!  10 devices,  Includes backup storage.
The real deal."
332256,1.0,2018,Really is protecting our devices !  I really trust Norton after trying so many other security programs. Best thus far over last several years. No complaints and super easy to understand and install.
332257,1.0,2018,I love it
332260,-1.0,2018,"Did NOT work. It's a fraud. Once you try to program it to your computer, it will say ""product key already activated AND IT'S FOR 10 DEVICES!!!"
332261,-1.0,2018,"This is The MOST Annoying anti virus I've ever used. Will never use anything but McAfee again.

Here's the Worst part, as life changing as the information makes this sound, you have to download a new App for everything.
Want it to clear junk. Download an app.
Want to see what it's done to protect ypur system. Download an App.

This is all in addition, to the download that initiates the ""Premium"" protection.
That's the small print they leave out.
It's all included but not on one program. Ugh!

Oh! The pop ups! Granted they are only from Norton but it is endless.
I am 2 months into a subscription, which I will not be renewing, and it asks me once a week to renew.
As well, ""Would I like to download Another App?"" to do what this one told me it would do, ""No, no I would not.""

The only place this excels is on a laptop.
But as this covers 10 devices, I think it's resonable to expect it would not be buggy on a phone or tablet.
If you have ten laptops due to a business or are just a hoarder (no judgement~ we all have our thing),
then this will work wondefully for you.

On my Android phone, I did download the 'Clean' app. My battery is deplted by the end of day.
My battery was Never depleted by end of day prior to Norton. Now, if I forget to charge at night, my phone it's dead by morning.
The most frustrating part about this is, it's running in the backround so, I can't even control the usage.

Then there's the fun little experience of, It Shut Down my ENTIRE Ipad OS.
Three years I've had my Ipad. Never once had the entire OS shut down to the point I had to set up from the beginning.
Fun right? Oh, yeah..
Even more when you forget your password and can't access your email to reset bc it's on the Ipad that has been shut down.
Thank goodness for the Lifewire site or I would have to go be judged by a 'Genius'.

The only reason I'm giving this 2 stars is bc is bc so far, my devices haven't been hacked by Russians, but to be clear,
I truly hate this program."
332262,1.0,2018,great deal for this product--installed on all of my kids laptops and Surface Pro's
332264,1.0,2018,Good Black Friday deal.
332275,1.0,2018,"Great Price, and VERY easy to install."
332277,1.0,2018,GOOD
332278,1.0,2018,I have used Norton for years and I trust it. It installs easily on most devices but some can be a little stubborn.
332279,1.0,2018,Good!
332281,1.0,2018,Great product at good price.
332282,1.0,2018,Excellent product at excellent price
332283,1.0,2018,It loaded and worked very good
332284,1.0,2018,Great value
332305,-1.0,2018,"Hi! World the Seagate 10TB -R barracuda product is a complete DUD! A false advertised device that NASA can easily control its data service. I'm still testing it but so far, after Win10 Pro installation plus updates and more software downloads 10TB on my my hard drive systems data reads 1.99 TB of Free unused and 1.98 TB used space? Ahhhh Ohhh!! Microsoft! That means don't be fooled by the fancy aluminum outer case shell on SSD's either. Other than that, it runs fine.

Buyer, NMJ Global Industries"
